"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"148.85","1423.94","663.78","667.77","40.39","170.75","39.16","94.98","1464","57.04","92.90","92","49.96"
"153.73","1445.91","592.36","579.77","38.73","173.95","39.60","94.98","1472","56.94","92.90","92","49.96"
"159.23","1462.94","647.88","663.37","39.59","182.73","40.26","94.98","1497","56.85","92.90","92","49.96"
"164.87","1494.99","701.37","685.38","40.86","192.87","39.01","94.98","1544","56.75","92.90","92","49.96"
"167.16","1515.95","604.18","582.07","38.86","194.55","39.89","94.98","1544","56.65","92.90","92","49.96"
"164.26","1494.99","521.09","502.88","37.29","185.63","39.70","94.98","1565","56.36","92.90","92","49.96"
"161.29","1464.96","615.39","571.08","39.78","188.14","38.85","94.98","1584","56.26","92.90","92","49.96"
"166.63","1485.92","546.09","546.77","37.87","187.99","39.88","94.98","1593","56.16","92.90","92","49.96"
"170.29","1483.91","557.16","568.79","38.44","191.58","39.57","94.98","1610","56.01","92.90","92","49.96"
"168.46","1485.92","518.29","513.91","37.55","190.97","39.99","94.98","1621","55.91","92.90","92","50.06"
"166.93","1462.94","512.40","522.69","37.16","187.00","40.09","94.98","1629","55.82","92.90","92","50.06"
"164.26","1440.97","546.87","520.4","38.24","187.46","38.57","94.98","1644","55.62","92.80","92","49.96"
"170.44","1470.91","529.69","531.48","37.77","192.19","39.52","94.98","1666","55.52","92.70","92","49.96"
"169.45","1466.97","515.95","511.66","37.26","191.20","39.54","94.98","1681","55.42","92.60","92","49.96"
"161.97","1453.97","426.37","445.68","35.21","161.36","40.83","91.20","1341","55.33","92.50","92","49.96"
"125.05","1336.96","489.01","469.76","36.97","144.43","39.70","94.98","1354","55.03","92.50","92","49.96"
"126.34","1336.96","471.28","485.29","36.41","140.54","40.09","94.82","1336","54.84","92.40","92","49.96"
"122.45","1314.99","454.49","441.3","36.20","137.79","39.86","94.98","1353","54.74","92.40","92","49.96"
"123.45","1302.9","461.90","458.87","36.43","137.64","39.88","94.98","1351","54.54","92.30","92","49.96"
"126.5","1314.99","495.36","498.48","36.97","140.99","39.89","94.98","1341","54.35","92.30","92","49.96"
"125.58","1323.96","469.67","469.76","36.38","141.15","40.15","94.98","1360","54.25","92.20","92","49.96"
"125.66","1314.99","485.38","469.76","36.76","143.05","39.58","94.98","1371","53.95","92.10","92","49.96"
"126.95","1327.99","479.90","483.09","36.67","143.89","40.00","94.98","1368","53.85","92.10","91","49.96"
"128.48","1327.99","481.76","476.37","36.72","145.19","39.67","94.98","1374","53.76","92","91","49.96"
"130.24","1331.93","479.21","480.88","36.84","145.34","39.61","94.98","1380","53.66","91.80","91","49.86"
"128.86","1331.93","477.47","472.06","36.67","146.56","39.93","94.98","1384","53.31","91.80","91","49.96"
"131.38","1331.93","478.48","478.8","36.71","146.56","39.92","94.98","1386","53.22","91.70","91","49.86"
"132.07","1336.96","486.48","500.68","36.83","148.39","39.98","94.98","1393","53.12","91.60","91","49.96"
"130.08","1340.99","470.27","480.88","36.58","146.18","40.31","94.86","1396","52.92","91.50","91","49.96"
"130.08","1329.91","468.41","461.07","36.50","146.18","40.24","94.98","1402","52.92","91.40","91","49.96"
"130.16","1325.98","460.29","465.38","36.05","145.34","40.37","94.14","1393","52.73","91.30","91","49.86"
"126.95","1308.95","434.65","432.48","35.70","144.20","42.35","89.05","1373","52.53","91.30","91","49.86"
"124.28","1263.99","386.95","384.09","34.65","138.55","40.52","91.73","1398","52.33","91.20","91","49.86"
"124.67","1265.92","444.61","458.87","35.80","139.70","40.72","93.45","1381","52.24","91","90","49.86"
"125.05","1280.93","446.88","445.68","36.16","140.15","40.21","94.98","1394","52.14","91","90","49.86"
"130.46","1306.93","507.67","496.27","37.39","145.04","39.88","94.98","1388","52.04","90.80","90","49.86"
"133.75","1344.93","543.20","546.77","37.87","151.29","39.89","94.98","1399","51.84","90.70","90","49.86"
"145.95","1374.96","640.66","647.98","39.97","161.29","39.46","94.98","1421","51.75","90.60","90","49.86"
"147.63","1421.93","621.37","619.47","39.29","165.87","39.56","94.98","1442","51.65","90.50","90","49.86"
"156.63","1464.96","665.20","683.18","40.17","176.47","39.36","94.98","1459","51.55","90.40","90","49.86"
"161.97","1496.91","681.66","672.29","40.85","184.94","38.66","94.98","1477","51.45","90.20","90","49.96"
"168.54","1537.92","713.18","711.89","41.17","193.48","39.07","94.98","1503","51.35","90.20","90","49.96"
"167.39","1548","671.96","647.98","40.57","196.38","37.49","94.98","1525","51.35","90.10","90","49.96"
"172.66","1582.97","676.37","661.26","40.73","201.65","37.51","94.98","1539","51.26","90.10","90","49.96"
"151.75","1329.91","662.86","676.6","39.61","160.75","39.84","23.00","1526","50.72","90.10","89","49.96"
"119.17","1090.96","534.60","516.09","37.56","132.52","39.48","23.00","1514","50.32","90.10","90","49.96"
"110.86","1028.98","539.00","529.18","37.44","126.04","39.66","23.00","1510","50.23","90.10","90","49.96"
"108.8","1007.92","516.18","522.69","37.34","124.36","39.55","23.00","1509","50.13","90","89","49.96"
"108.19","998.95","505.15","511.66","37.16","123.45","39.72","23.00","1518","49.93","90","89","49.96"
"108.49","989.97","530.28","516.09","37.91","122.68","39.51","23.00","1515","49.83","89.90","89","49.96"
"105.36","989.97","504.78","502.88","36.80","121.69","40.07","23.00","1514","49.83","89.90","89","49.96"
"106.13","985.95","492.08","489.69","36.86","120.85","39.89","23.00","1516","49.54","89.90","89","49.96"
"104.14","981.92","476.00","485.29","36.39","118.18","40.01","23.00","1504","49.34","89.80","89","49.86"
"105.67","977.98","448.66","450","35.85","118.18","40.26","23.00","1501","49.24","89.80","89","49.96"
"105.59","968.92","433.39","423.76","35.57","116.66","40.24","23.00","1499","49.05","89.70","89","49.86"
"103.46","964.98","497.19","467.68","37.51","117.19","39.04","23.00","1523","48.95","89.60","89","49.71"
"104.3","977.98","525.31","535.79","37.59","116.66","39.87","23.00","1487","48.75","89.50","89","49.86"
"102.85","977.98","486.16","483.09","36.72","117.04","40.14","23.00","1501","48.56","89.40","89","49.71"
"103.68","972.94","452.56","445.68","36.08","117.88","40.17","23.00","1493","48.41","89.40","89","49.71"
"104.3","968.92","426.28","414.88","36.54","116.35","38.80","23.00","1524","48.31","89.30","89","49.71"
"105.06","974.96","509.28","531.48","37.27","116.58","40.47","23.00","1471","48.02","89.20","89","49.71"
"101.47","972.94","467.50","476.37","36.47","115.05","40.24","23.00","1485","47.82","89.10","89","49.71"
"103.23","972.94","430.37","434.65","35.37","115.43","40.41","23.00","1479","47.72","89","88","49.71"
"100.25","966.99","385.69","381.88","34.48","112.08","40.56","23.00","1483","47.53","88.90","88","49.71"
"100.86","957.93","418.51","414.88","35.28","113.98","40.40","23.00","1473","47.33","88.80","88","49.71"
"99.79","960.95","413.37","410.48","35.26","112.08","40.42","23.00","1468","47.23","88.80","88","49.71"
"99.34","960.95","403.58","401.7","35.02","111.54","40.53","23.00","1460","47.14","88.70","88","49.71"
"99.64","955.92","479.81","489.69","36.65","111.54","40.97","23.00","1442","46.94","88.60","88","49.61"
"100.1","962.96","414.56","417.09","35.12","111.16","40.64","23.00","1443","46.94","88.50","88","49.61"
"99.79","962.96","404.50","403.9","34.90","110.17","40.69","23.00","1444","46.84","88.30","88","49.61"
"99.03","957.93","412.59","408.4","35.20","110.55","40.53","23.00","1435","46.65","88.30","88","49.61"
"97.96","960.95","406.88","408.4","35.12","109.79","40.37","23.00","1433","46.45","88.10","87","49.61"
"98.95","972.94","394.29","395.07","34.72","113.98","40.67","94.50","1423","46.35","88","87","49.61"
"117.04","1165.94","398.67","395.07","35.00","134.74","39.46","94.98","1443","46.45","87.90","87","49.61"
"130.46","1293.93","460.29","478.8","36.41","145.57","40.23","94.98","1419","46.25","87.70","87","49.61"
"137.56","1325.98","588.28","551.29","40.02","156.63","39.20","94.98","1447","46.06","87.60","87","49.61"
"144.73","1406.91","498.48","502.88","36.72","159.99","40.55","94.98","1427","45.96","87.50","87","49.61"
"140.46","1357.93","469.67","454.49","36.41","155.79","40.11","94.98","1450","45.61","87.40","87","49.61"
"137.18","1336.96","454.31","454.49","36.15","153.58","40.00","94.98","1448","45.42","87.30","87","49.61"
"135.96","1334.95","475.59","476.37","36.45","152.44","40.18","94.98","1439","45.42","87.20","87","49.61"
"139.24","1336.96","511.30","500.68","37.37","157.24","39.57","94.98","1439","45.22","87.10","86","49.61"
"139.7","1349.96","517.88","491.9","38.09","159.84","39.04","94.98","1459","45.22","87","86","49.61"
"147.55","1391.99","613.78","588.56","40.38","169.99","38.95","94.98","1488","45.22","86.90","86","49.61"
"161.59","1468.98","710.38","718.38","41.19","181.96","39.28","94.98","1505","45.22","86.90","86","49.61"
"171.74","1522.91","742.78","742.55","41.50","196.23","38.71","94.98","1531","45.22","86.80","86","49.71"
"179.45","1573.9","789.80","784.41","42.57","209.66","38.51","94.98","1554","45.22","86.70","86","49.61"
"187.84","1624.99","818.78","810.76","43.20","219.04","39.65","94.98","1562","45.32","86.60","86","49.71"
"185.09","1618.95","602.48","588.56","38.84","211.34","38.87","94.98","1583","45.22","86.60","86","49.71"
"175.33","1562.92","518.47","496.27","37.04","198.82","39.90","94.15","1568","45.12","86.50","86","49.71"
"166.63","1490.96","495.59","494.07","36.72","185.55","39.91","94.98","1564","45.03","86.40","86","49.71"
"158.85","1447.93","470.68","476.37","36.25","177.77","39.98","93.21","1555","45.03","86.40","86","49.61"
"155.79","1393.91","449.67","443.51","35.86","174.03","39.97","91.57","1556","45.12","86.40","86","49.61"
"152.28","1363.97","444.52","443.51","35.92","170.29","40.02","90.76","1556","45.03","86.40","86","49.61"
"152.67","1349.96","444.88","445.68","35.93","168.69","40.28","89.21","1550","45.03","86.40","86","49.52"
"150.07","1342.91","444.52","441.3","35.75","168.15","40.23","87.28","1551","45.03","86.30","86","49.52"
"150.22","1340.99","468","463.27","36.45","167.70","39.95","89.28","1557","45.03","86.30","86","49.52"
"154.65","1383.93","494.26","516.09","36.78","170.75","39.90","89.46","1545","45.03","86.20","86","49.52"
"155.57","1391.99","473.39","472.06","36.40","172.20","39.80","90.62","1562","45.03","86.10","85","49.52"
"162.97","1413.96","599.68","608.4","38.24","183.03","41.46","88.45","1547","45.12","86","85","49.52"
"159","1428.97","520.17","483.09","37.51","183.03","38.38","94.98","1588","45.12","85.90","85","49.52"
"170.6","1502.95","516.27","544.57","37.11","188.30","40.24","93.22","1566","45.22","85.80","85","49.52"
"164.49","1455.98","489.19","469.76","36.60","182.50","40.01","92.45","1584","45.22","85.70","85","49.52"
"160.75","1417.99","486.80","474.26","37.03","176.55","39.60","94.98","1604","45.22","85.60","85","49.52"
"156.33","1402.97","423.90","421.49","34.97","174.87","40.66","87.76","1565","45.22","85.60","85","49.52"
"145.88","1267.93","322.60","304.96","33.05","158.77","41.31","94.70","1537","45.03","85.50","85","49.52"
"130.24","1178.94","320.77","324.71","33.03","145.88","41.86","94.98","1494","45.03","85.40","85","49.42"
"121.84","1143.97","317.19","324.71","33.21","135.58","42.07","94.44","1440","45.03","85.40","85","49.32"
"115.28","1122.91","345.76","348.98","33.83","128.79","42.11","94.12","1412","45.03","85.30","85","49.32"
"112.38","1109.91","349.21","351.09","33.81","125.89","42.13","94.01","1394","45.03","85.30","85","49.22"
"109.18","1101.94","349.89","355.46","33.87","122.07","42.21","94.11","1374","45.03","85.10","85","49.12"
"107.5","1094.99","349.99","348.98","33.71","120.09","42.32","94.14","1360","44.93","85","84","49.12"
"105.74","1090.96","317.28","331.29","33.15","118.33","41.85","94.22","1348","44.93","84.90","84","49.12"
"113.53","1126.94","339.41","353.35","33.55","124.67","40.53","93.71","1361","44.93","84.80","84","49.12"
"116.43","1182.97","338.91","368.7","33.35","125.43","41.56","87.09","1326","44.93","84.60","84","49.22"
"109.03","1148.91","318.47","291.71","33.03","120.24","40.62","87.82","1324","44.83","84.50","84","49.22"
"105.74","1124.92","325.40","315.88","33.17","118.26","40.51","87.27","1324","44.73","84.30","84","49.22"
"103.46","1120.99","307.90","300.59","32.77","114.75","40.92","94.03","1288","44.73","84.20","84","49.22"
"99.64","1096.91","306.75","307.08","32.80","110.63","41.28","94.70","1287","44.63","84","83","49.22"
"99.26","1077.96","306.30","315.88","32.75","108.19","41.46","94.86","1268","44.63","83.90","83","49.12"
"94.53","1071.91","341.77","346.68","33.61","105.06","41.39","94.98","1247","44.54","83.80","83","49.12"
"96.13","1071.91","363.56","329.09","34.77","115.97","38.40","94.84","1369","44.54","83.70","83","49.12"
"103.76","1152.94","335.10","309.28","33.74","115.05","39.17","91.44","1348","44.54","83.50","83","49.12"
"115.89","1193.96","542.87","538.08","38.13","129.78","43.43","84.03","1261","44.44","83.40","83","49.12"
"112.76","1229.94","368.79","342.28","34.04","124.44","39.91","88.18","1305","44.44","83.30","83","49.12"
"112.54","1222.98","361.61","364.38","33.92","122.68","40.52","87.94","1304","44.34","83.10","82","49.22"
"120.24","1212.91","615.89","628.16","39.28","140.46","44.91","85.97","1299","44.24","83","82","49.22"
"115.59","1254.93","317.97","271.87","32.80","126.19","41.17","91.49","1277","44.14","82.90","82","49.22"
"124.13","1173.91","470.77","465.38","35.63","138.55","42.07","87.24","1353","44.05","82.70","82","49.22"
"116.96","1195.97","414.98","360.01","36.01","141.76","38.71","94.98","1448","43.95","82.60","82","49.22"
"111.92","1210.98","307.99","285.2","32.56","122.83","41.19","93.64","1313","43.85","82.60","82","49.22"
"106.28","1128.95","308.77","302.7","32.82","117.57","41.29","94.67","1309","43.75","82.40","82","49.22"
"98.88","1096.91","305.29","302.7","32.81","108.19","41.52","94.98","1231","43.75","82.30","82","49.12"
"93.54","1077.96","342.28","346.68","33.61","101.40","41.69","94.98","1141","43.65","82.20","82","49.12"
"88.35","1054.98","348.61","360.01","32.81","106.13","42.02","94.35","1321","43.65","82.10","82","49.12"
"99.26","1075.94","317.69","300.59","32.94","114.67","41.23","93.64","1384","43.65","82","81","49.03"
"111.39","1086.93","320.49","344.57","33.04","136.19","41.96","94.98","1596","43.56","81.90","81","49.03"
"117.57","1098.92","318.06","320.4","33.10","127.34","41.41","94.11","1495","43.56","81.80","81","49.03"
"143.28","1088.94","333.08","326.92","33.38","158.85","41.60","94.98","1648","43.46","81.60","81","49.03"
"120.09","1116.96","315.38","333.5","32.88","128.63","42.21","94.37","1355","43.46","81.40","81","49.03"
"96.89","1098.92","306.75","296.09","32.68","105.29","41.47","94.98","1158","43.46","81.20","80","48.93"
"87.28","1069.99","312.31","324.71","32.82","95.29","41.98","94.98","1045","43.56","81","80","48.93"
"80.26","1047.93","320.08","309.28","33.17","87.89","40.03","94.77","1065","43.65","81","80","48.93"
"88.88","1075.94","314.88","315.88","32.95","91.94","40.84","94.98","908","43.85","80.90","80","48.93"
"73.78","1049.94","315.98","329.09","32.97","82.55","41.14","94.98","976","43.85","80.90","80","49.03"
"87.97","1056.99","345.58","335.7","33.53","95.67","40.38","94.37","1129","43.95","80.90","80","49.12"
"96.36","1094.99","391.17","403.9","34.65","111.54","40.12","94.12","1305","44.14","81","81","49.12"
"112.84","1156.97","407.89","410.48","35.05","126.88","40.08","92.91","1380","44.34","81","81","49.12"
"112.38","1212.91","428.90","434.65","35.32","125.28","39.80","94.98","1327","44.34","81.10","81","49.12"
"122.83","1229.94","453.57","463.27","35.84","139.09","40.09","94.98","1440","44.44","81.20","81","49.12"
"133.44","1259.97","468.75","469.76","36.19","152.06","40.03","94.98","1528","44.54","81.20","81","49.12"
"146.64","1293.93","477.47","467.68","36.15","167.47","40.17","93.89","1624","44.63","81.30","81","49.12"
"156.94","1310.96","633.46","593.1","40.79","198.98","38.32","94.98","1812","44.63","81.40","81","49.12"
"140.84","1455.98","363.88","401.7","33.49","132.98","42.05","92.00","1220","44.93","81.50","81","49.12"
"107.65","1242.94","313.50","280.82","32.59","116.73","40.62","94.33","1167","44.83","81.70","81","49.12"
"95.37","1141.95","309.28","296.09","32.61","105.44","41.45","94.98","1145","44.83","81.80","82","49.12"
"87.74","1088.94","314.19","304.96","32.81","93.39","41.52","94.98","969","44.93","81.90","82","49.03"
"70.27","1054.98","315.01","329.09","32.92","75.15","41.99","94.98","730","44.93","82","82","49.03"
"61.19","1026.96","315.01","320.4","32.87","68.89","41.96","94.98","758","44.93","82.20","82","49.03"
"57.53","1015.97","315.01","318.06","32.80","65.23","41.88","94.98","722","45.03","82.30","82","49.03"
"58.44","1000.96","333.40","315.88","33.49","80.95","39.67","94.98","1131","44.93","82.40","82","49.12"
"125.73","1103.96","501.09","538.08","36.94","143.36","40.02","94.98","1549","45.22","82.50","82","49.12"
"132.07","1259.97","458.27","458.87","35.81","140.15","40.21","94.98","1374","45.52","82.70","82","49.12"
"139.7","1277","550.22","614.98","36.87","155.18","39.87","94.98","1449","45.61","82.70","82","49.12"
"154.27","1340.99","658.69","654.58","40.21","182.50","38.58","94.98","1637","45.96","82.70","82","49.12"
"193.33","1485.92","746.50","764.66","42.39","224.54","37.75","94.98","1862","46.16","82.80","82","49.12"
"233.84","1626.91","857.86","870.18","43.52","283.74","37.63","94.98","2128","46.45","82.80","82","49.12"
"278.93","1703.91","962.78","969.16","45.57","342.26","37.65","94.98","2393","46.84","82.80","82","49.22"
"329.37","1765.99","1142.19","1136.29","49.69","408.56","36.09","94.98","2666","47.23","82.90","83","49.22"
"332.49","1866.97","823.16","821.65","42.92","334.86","36.32","94.98","1876","47.92","83","83","49.32"
"265.58","1906.98","1070.68","1079.05","47.35","315.25","37.85","94.98","1969","48.31","83.20","83","49.42"
"270.85","1892.97","1071.18","1068.16","47.35","331.35","37.73","94.98","2084","48.75","83.40","83","49.42"
"290.53","1896.91","1076.19","1072.56","47.59","354.54","37.89","94.98","2210","49.15","83.70","84","49.42"
"307.55","1915.95","1124.07","1118.66","48.53","381.17","37.51","94.98","2311","49.73","83.90","84","49.52"
"301.67","1748.96","1049.67","1043.94","46.73","344.78","37.78","23.00","2416","50.13","84.20","84","49.52"
"252.15","1402.97","867.88","854.77","43.06","292.90","38.80","23.00","2484","50.23","84.40","84","49.52"
"228.96","1274.98","678.71","672.29","39.44","262.99","39.40","23.00","2511","50.52","84.60","85","49.52"
"227.05","1148.91","554.09","555.69","36.54","258.64","40.82","23.00","2488","50.72","84.80","85","49.52"
"155.95","1077.96","587.46","579.77","38.33","171.66","39.69","23.00","1879","50.81","85","85","49.42"
"143.05","1051.96","571.68","577.66","38.29","158.69","39.56","23.00","1862","50.81","85.20","85","49.42"
"139.24","1030.99","576.79","579.77","38.20","159.15","39.29","23.00","1873","50.91","85.30","85","49.32"
"139.93","1024.95","578.26","573.29","38.24","159.38","39.60","23.00","1893","50.91","85.50","85","49.32"
"139.54","1020.92","580.97","582.07","38.29","159.99","39.46","23.00","1918","50.91","85.50","85","49.32"
"141.3","1022.93","578.76","575.46","38.42","161.90","39.24","23.00","1977","50.91","85.60","85","49.32"
"128.94","1024.95","537.40","485.29","37.60","133.67","38.89","23.00","1572","50.81","85.70","85","49.32"
"112.69","1011.95","543.38","538.08","37.79","125.66","39.49","23.00","1525","50.81","85.80","85","49.32"
"108.03","1007.92","315.70","300.59","32.47","119.17","41.66","23.00","1485","50.72","85.80","85","49.32"
"103.15","968.92","317.46","307.08","32.81","114.60","41.73","23.00","1455","50.62","85.80","85","49.22"
"98.65","951.98","315.98","324.71","32.94","110.55","41.87","23.00","1425","50.42","85.90","85","49.12"
"108.95","942.91","523.29","560.1","37.53","117.95","39.32","23.00","1514","50.23","85.90","85","49.12"
"104.83","966.99","526.00","531.48","37.42","119.55","39.65","23.00","1506","50.13","85.90","85","49.12"
"107.35","977.98","530.56","535.79","37.50","121.77","39.37","23.00","1528","50.03","85.90","85","49.12"
"109.48","981.92","532.26","533.68","37.56","123.29","39.26","23.00","1529","49.83","85.90","85","49.22"
"109.64","985.95","534","533.68","37.53","123.75","39.31","23.00","1530","49.64","85.80","85","49.22"
"111.54","987.96","526.92","522.69","37.71","131.07","39.02","23.00","1684","49.54","85.80","85","49.22"
"135.96","964.98","589.66","590.9","38.58","162.66","39.00","23.00","2095","49.34","85.80","85","49.22"
"145.65","998.95","595.48","597.5","38.69","165.87","39.27","23.00","2061","49.15","85.80","85","49.22"
"147.25","1015.97","585.19","582.07","38.41","167.47","38.98","23.00","2087","49.05","85.70","85","49.32"
"134.58","1026.96","512.17","516.09","37.63","139.70","38.02","23.00","1670","48.95","85.70","85","49.32"
"119.1","1015.97","550.08","553.49","37.65","133.59","39.37","23.00","1614","48.85","85.60","85","49.32"
"118.03","1007.92","550.88","549.07","37.72","133.75","39.44","23.00","1612","48.75","85.60","85","49.32"
"118.56","1000.96","559.87","564.48","37.83","134.97","39.54","23.00","1629","48.66","85.60","85","49.32"
"119.55","998.95","556.98","553.49","37.89","135.58","39.39","23.00","1632","48.56","85.70","85","49.32"
"120.24","994.92","557.07","562.3","37.89","136.26","39.22","23.00","1652","48.31","85.70","85","49.32"
"119.33","994.92","557.99","560.1","37.83","137.56","39.32","23.00","1667","48.21","85.80","85","49.32"
"122.15","994.92","560.37","562.3","37.85","138.93","39.39","23.00","1681","48.02","85.90","85","49.32"
"120.93","994.92","563.88","566.68","38.03","140.84","39.34","23.00","1696","47.92","85.90","85","49.32"
"123.75","996.93","568.19","571.08","38.11","142.37","39.25","23.00","1707","47.82","85.90","85","49.32"
"126.19","1000.96","488.87","560.1","33.48","143.36","36.98","23.00","1630","47.63","85.90","86","49.32"
"118.03","970.93","325.81","307.08","32.87","128.56","41.54","23.00","1472","47.43","86","86","49.32"
"89.27","977.98","306.16","304.96","32.51","97.89","41.36","23.00","1280","47.33","86","86","49.22"
"85.15","960.95","305.79","304.96","32.67","95.06","41.11","23.00","1251","47.23","86.10","86","49.22"
"82.55","951.98","304.87","313.68","32.66","93.46","41.57","23.00","1249","47.14","86.10","86","49.12"
"82.63","947.95","305.38","304.96","32.63","93.08","41.70","23.00","1243","46.94","86","85","49.12"
"83.54","942.91","359.50","333.5","34.58","99.95","38.73","23.00","1390","46.84","86","86","49.03"
"90.03","953.99","419.47","423.76","35.15","100.56","40.09","23.00","1302","46.74","86","85","49.03"
"92.85","960.95","495.68","511.66","36.83","101.78","40.06","23.00","1355","46.55","85.90","85","49.12"
"111.77","942.91","568.70","566.68","38.11","133.29","39.58","23.00","1674","46.45","85.90","85","49.12"
"123.98","962.96","565.07","562.3","38.09","144.27","38.91","23.00","1991","46.16","85.70","85","49.12"
"147.17","962.96","601.06","590.9","38.72","173.95","38.94","23.00","2188","45.81","85.50","85","49.22"
"154.27","1004.99","598.58","597.5","38.55","176.24","39.09","23.00","2161","45.71","85.40","85","49.22"
"154.88","1024.95","597.27","593.1","38.53","179.29","38.92","23.00","2166","45.52","85.20","85","49.32"
"155.95","1022.93","597.41","599.59","37.76","192.19","41.83","23.00","1804","45.42","85","84","49.32"
"134.74","1032.91","567.60","560.1","37.91","148.78","39.12","23.00","1738","45.32","84.90","84","49.32"
"131.07","1020.92","570.17","562.3","38.08","148.93","39.07","23.00","1742","45.22","84.80","84","49.32"
"130.54","1015.97","571.18","575.46","38.04","149.08","39.11","23.00","1740","45.12","84.70","84","49.32"
"131.15","1011.95","572.00","571.08","38.03","148.93","39.22","23.00","1742","45.03","84.70","84","49.32"
"131","1011.95","572.28","573.29","37.93","149.16","39.18","23.00","1750","44.83","84.80","84","49.32"
"130.85","1011.95","573.19","571.08","38.08","150.22","39.28","23.00","1767","44.73","84.80","84","49.32"
"133.75","1007.92","560.51","575.46","37.51","150.15","39.33","23.00","1836","44.63","84.80","84","49.32"
"135.27","1011.95","577.39","579.77","37.99","154.88","38.90","23.00","1825","44.44","84.80","84","49.32"
"134.36","1017.99","517.97","544.57","36.72","139.93","40.13","23.00","1496","44.44","84.80","84","49.32"
"110.86","1007.92","486.57","480.88","36.27","123.06","39.60","23.00","1513","44.24","84.80","84","49.32"
"105.74","998.95","497.10","483.09","37.34","120.85","39.07","23.00","1479","44.24","84.80","85","49.32"
"107.88","1002.97","529.27","538.08","37.47","117.95","39.56","23.00","1458","44.14","84.90","85","49.32"
"106.05","1000.96","532.39","538.08","37.25","120.55","39.65","23.00","1465","44.05","85","85","49.32"
"108.49","1000.96","534.09","531.48","37.45","121.23","39.39","23.00","1477","43.85","85","85","49.32"
"106.89","1000.96","535.10","540.17","36.95","122.07","39.73","23.00","1471","43.85","85","85","49.42"
"108.34","998.95","504.55","500.68","36.77","123.60","39.78","23.00","1478","43.65","85","85","49.32"
"108.64","992.99","536.48","522.69","37.25","122.76","39.33","23.00","1485","43.56","85","85","49.32"
"108.26","998.95","534.28","538.08","37.32","123.06","39.22","23.00","1493","43.46","85","85","49.32"
"110.09","998.95","536.06","538.08","37.34","124.59","39.60","23.00","1510","43.36","85","85","49.42"
"108.8","998.95","535.70","538.08","37.44","124.89","39.33","23.00","1512","43.21","85","85","49.32"
"110.4","1000.96","343.47","461.07","21.21","121.84","40.49","23.00","1503","43.11","85","85","49.42"
"104.45","968.92","318.56","300.59","32.75","118.26","41.49","23.00","1469","42.92","85","85","49.32"
"101.62","955.92","317.37","324.71","32.75","114.82","41.80","23.00","1452","42.82","85","85","49.32"
"98.88","947.95","315.79","324.71","32.71","111.09","42.23","23.00","1419","42.82","85","85","49.22"
"95.98","942.91","314.10","315.88","32.77","108.03","42","23.00","1395","42.72","85","85","49.22"
"94.22","940.99","313.09","311.48","32.82","106.13","41.96","23.00","1379","42.62","84.90","84","49.12"
"92.16","938.98","311.80","311.48","32.70","103.76","41.89","23.00","1364","42.62","84.80","84","49.12"
"92.93","936.96","382.48","351.09","35.45","116.20","37.51","23.00","1517","42.43","84.70","84","49.12"
"104.45","951.98","524.48","518.29","37.51","126.73","39.14","23.00","1697","42.43","84.60","84","49.12"
"126.95","955.92","570.40","584.18","38.02","146.87","39.42","23.00","1835","42.23","84.50","84","49.12"
"133.13","983.93","581.38","577.66","38.14","152.06","39.31","23.00","1825","42.13","84.20","84","49.22"
"134.36","1002.97","578.76","577.66","38.16","153.58","39.07","23.00","1818","42.04","84.10","83","49.32"
"134.05","1013.96","521.87","540.17","36.88","141.83","40.18","23.00","1558","42.04","83.90","83","49.32"
"114.82","1011.95","543.79","546.77","37.30","129.09","39.41","23.00","1536","41.84","83.70","83","49.32"
"113.83","1007.92","543.20","542.46","37.35","128.18","39.24","23.00","1520","41.84","83.50","83","49.32"
"113.83","1007.92","541.96","544.57","37.47","127.18","39.31","23.00","1509","41.84","83.50","83","49.42"
"112.38","1007.92","543.38","546.77","37.45","126.04","39.37","23.00","1512","41.74","83.50","83","49.42"
"112.38","1002.97","534.78","535.79","37.34","126.27","39.41","23.00","1516","41.64","83.50","83","49.42"
"111.77","1002.97","543.06","546.77","37.45","126.65","39.36","23.00","1517","41.64","83.60","83","49.42"
"112.69","998.95","499.16","489.69","36.37","125.05","39.85","23.00","1520","41.64","83.60","83","49.42"
"112.76","989.97","542.28","533.68","37.37","125.58","39.37","23.00","1519","41.55","83.70","83","49.42"
"110.48","994.92","495.77","483.09","36.39","125.89","39.73","23.00","1541","41.45","83.70","83","49.42"
"110.17","985.95","461.67","452.29","35.68","123.45","39.99","23.00","1542","41.45","83.70","83","49.42"
"112.08","983.93","525.31","544.57","36.82","124.06","39.87","23.00","1529","41.35","83.70","83","49.42"
"109.79","985.95","491.39","485.29","36.49","122.38","39.50","23.00","1555","41.25","83.70","83","49.42"
"113.98","989.97","545.26","555.69","37.38","125.28","39.59","23.00","1544","41.25","83.60","83","49.42"
