"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"795.22","2205.99","1239.97","1184.66","56.82","860.99","32.84","43.31","4778","48.66","79.60","79","59.13"
"841.38","2338.93","1325.88","1268.25","57.60","918.59","37.76","35.31","4792","51.75","79.90","80","59.23"
"833.37","2347.9","1485.38","1485.98","56.38","898.37","52.29","9.99","3363","55.42","80.30","80","59.32"
"149.84","1622.98","863.46","819.56","45.54","131.69","51.54","81.61","826","56.55","80.70","81","59.32"
"214.85","1586.91","809.88","771.27","45.81","263.98","38.32","94.98","2120","56.65","81.20","82","59.32"
"279.09","1776.97","971.59","980.1","47.68","335.93","37.15","94.98","2337","57.34","81.90","82","59.32"
"370.87","1774.96","1273.48","1288","54.35","472.34","36.56","86.96","3245","58.22","82.40","83","59.32"
"559.55","1951.93","1537.05","1560.76","60.83","656.82","35.30","9.99","3913","59.84","83","83","59.32"
"374.99","2005.95","1428.90","1439.79","57.16","410.54","52.59","28.68","2397","62.14","83.40","84","59.42"
"268.63","1434.93","362.58","326.92","35.89","296.63","42.47","51.30","2301","62.34","83.90","84","59.42"
"205.08","1368.92","344.80","340.17","35.61","218.28","42.14","94.98","1892","62.53","84.40","85","59.32"
"156.18","1265.92","328.77","326.92","34.99","167.24","42.39","94.98","1606","62.53","84.80","85","59.32"
"131.23","1201.92","320.26","324.71","34.84","143.74","42.59","94.98","1474","62.53","85.20","85","59.32"
"109.86","1171.98","309.46","318.06","34.56","118.79","42.62","94.97","1256","62.53","85.60","86","59.23"
"91.55","1130.97","312.49","313.68","34.70","96.36","42.21","94.98","998","62.44","85.90","86","59.13"
"64.09","1075.94","350.08","346.68","36.11","89.65","40.62","94.79","1210","62.34","86.10","86","59.13"
"130.39","1150.93","585.99","614.98","41.56","157.63","38.80","94.98","1735","62.34","86.30","86","59.13"
"178.23","1410.94","722.60","733.77","43.80","205.16","38.74","94.98","1706","62.73","86.40","86","59.23"
"200.05","1592.95","757.07","793.19","39.02","226.75","51.52","74.48","1526","63.12","86.50","86","59.23"
"150.38","1370.93","321.09","307.08","34.48","164.34","42.19","93.83","1536","63.03","86.60","86","59.32"
"133.75","1248.98","318.79","322.46","34.49","145.49","42.73","94.59","1439","63.12","86.70","86","59.32"
"114.75","1184.98","404.50","357.67","38.15","155.79","36.78","89.88","1542","63.12","86.80","86","59.32"
"159.23","1404.99","686.67","694.16","43.08","191.42","39.28","94.98","1663","63.52","87","87","59.32"
"198.75","1558.98","805.37","784.41","45.71","278.10","36.51","94.98","2686","63.96","87.10","87","59.32"
"409.63","1485.92","1277.67","1296.87","54.93","483.94","36.78","76.04","3839","64.64","87.20","87","59.42"
"615.24","1998.99","1590.99","1591.58","61.91","750.44","57.00","9.99","3869","66.46","87.40","87","59.52"
"403.83","1968.96","1469.76","1477.17","59.41","475.62","36.78","89.87","2937","67.83","87.50","87","59.62"
"505.76","2052.92","1486.67","1485.98","59.86","579.08","36.36","9.99","3316","68.81","87.60","87","59.62"
"657.59","2413.91","1589.06","1598.16","62.52","767.38","34.74","9.99","3821","70.23","87.90","88","59.72"
"861.52","2791.94","1608.05","1628.96","62.99","959.49","34.14","9.99","3787","72.83","88.10","88","59.72"
"537.04","2535.95","1580.37","1576.15","62.32","589.07","35.14","14.07","2924","74.65","88.40","88","59.81"
"445.56","2024.99","433.58","520.4","25.57","438.77","41.54","48.05","2859","74.94","88.80","89","59.91"
"266.35","1314.99","375.05","360.01","36.50","294.19","42.07","52.06","2587","74.45","89.20","89","59.81"
"243.69","1317.92","364.57","370.9","36.96","282.29","40.38","51.64","2444","74.26","89.50","90","59.72"
"241.63","1436.94","829.59","903.18","47.06","299.38","38.14","94.98","2501","74.26","89.90","90","59.62"
"279.77","1706.93","818.19","821.65","45.37","348.97","39.57","72.88","2515","74.26","90.20","90","59.62"
"296.56","1712.98","603.58","573.29","40.86","359.35","40.01","49.71","2541","74.26","90.40","90","59.72"
"281.83","1605.95","742.19","674.4","46.46","328.68","36.72","94.98","2601","73.91","90.60","90","59.72"
"320.74","1759.94","1092.47","1116.55","51.41","397.50","37.65","91.01","2685","73.91","90.80","90","59.72"
"337.53","1823.94","650.00","643.6","41.37","400.24","39.97","48.88","2772","73.91","90.80","90","59.72"
"303.96","1575.92","767.28","700.91","45.39","356.45","36.01","93.36","2831","73.72","90.90","91","59.72"
"349.05","1701.99","1196.65","1226.47","52.90","427.18","37.04","94.55","2946","73.91","91","91","59.72"
"419.47","1900.94","1369.06","1391.36","56.43","499.35","36.72","94.48","3091","74.01","91.10","91","59.72"
"495.15","2026.91","1462.68","1472.79","59.68","568.47","43.54","9.99","3314","74.26","91.20","91","59.81"
"279.77","1746.94","545.67","617.18","24.48","337.53","40.24","49.46","2417","73.72","91.20","91","59.81"
"266.96","1599.91","938.15","995.48","48.80","337.99","38.20","94.98","2488","73.23","91.40","91","59.72"
"315.17","1838.95","1094.58","1087.86","51.60","399.33","37.68","94.60","2556","73.03","91.50","91","59.72"
"312.35","1864.95","608.40","676.6","38.29","386.28","51.02","43.61","2530","72.74","91.70","91","59.72"
"261.77","1393.91","367.37","329.09","35.72","305.49","41.45","50.78","2527","71.85","91.80","91","59.72"
"246.28","1329.91","364.57","377.48","35.82","287.10","42.13","51.56","2494","71.12","91.90","92","59.62"
"253.83","1507.99","902.19","949.36","47.83","320.13","38.62","94.78","2519","70.72","92","92","59.52"
"297.55","1720.94","1016.86","1017.5","49.85","378.27","37.95","94.98","2585","70.43","92","92","59.52"
"341.65","1849.94","1178.86","1184.66","52.47","420.46","37.59","94.59","2657","70.04","91.90","91","59.52"
"375.07","1949.92","1269.07","1277.06","54.49","457.24","37.69","94.66","2736","69.65","91.90","91","59.62"
"335.85","2007.96","1153.58","1092.28","52.50","368.43","38.26","86.56","2153","69.55","91.80","91","59.62"
"241.55","1654.93","349.89","311.48","35.19","275.58","42.05","78.50","2086","68.62","91.70","91","59.62"
"211.34","1447.93","346.87","344.57","35.37","234.15","42.36","92.73","2014","68.13","91.80","91","59.52"
"188.98","1344.93","342.78","348.98","36.08","211.49","36.80","94.98","1933","67.54","91.80","91","59.52"
"176.24","1282.95","662.59","696.46","42.82","198.82","42.32","94.98","1892","67.05","91.90","92","59.32"
"164.49","1235.98","693.57","700.91","43.07","183.87","42.58","94.98","1787","66.46","91.90","91","59.32"
"149.54","1199.91","698.80","694.16","43.08","169.76","41.81","94.98","1684","65.92","91.90","91","59.32"
"137.48","1186.91","699.76","702.97","42.96","152.74","42.01","94.98","1553","65.33","91.80","91","59.23"
"120.09","1169.97","699.99","709.6","42.80","134.05","42.58","94.92","1402","64.94","91.70","91","59.13"
"104.37","1143.97","699.99","687.58","42.73","116.58","41.89","94.92","1293","64.55","91.60","91","59.13"
"96.74","1118.97","699.99","692.05","42.87","110.25","41.81","94.93","1269","64.15","91.50","91","59.13"
"93.16","1105.97","699.99","707.4","42.99","103.99","41.76","94.98","1191","63.86","91.40","91","59.13"
"88.88","1088.94","699.99","705.29","42.89","100.25","42.09","94.98","1157","63.42","91.30","91","59.13"
"87.28","1075.94","419.98","621.65","34.18","98.27","50.90","94.98","1252","63.12","91.20","91","59.13"
"104.07","1184.98","602.29","573.29","41.07","127.79","39.66","94.98","1401","63.12","91.10","90","59.13"
"164.64","1344.93","661.07","676.6","41.95","193.18","39.44","94.98","1699","63.03","91","90","59.13"
"181.66","1515.95","747.19","742.55","44.11","218.66","38.37","94.98","1913","63.12","91","90","59.23"
"257.27","1605.95","840.57","850.36","46.53","318.00","37.13","94.98","2340","63.12","90.90","90","59.23"
"281.83","1729.91","956.38","953.77","48.30","354.54","37.85","94.98","2429","63.22","90.80","90","59.32"
"315.17","1806.91","1068.25","1065.89","50.98","396.35","37.23","94.98","2569","63.42","90.80","90","59.32"
"362.86","1898.92","1246.14","1259.47","53.60","446.10","36.97","94.39","2723","63.61","90.80","90","59.42"
"411.54","1962.92","1335.70","1354.09","55.63","487.68","36.84","94.98","2887","64.25","90.90","91","59.32"
"456.63","2020.96","1408.97","1422.15","57.72","531.55","36.08","9.99","3072","64.94","91","91","59.42"
"530.33","2139.98","1508.68","1523.38","60.60","604.18","35.61","9.99","3251","65.62","91.20","91","59.52"
"648.43","2492.92","1600.28","1609.15","63.01","752.50","34.75","9.99","3482","66.75","91.40","91","59.52"
"799.5","2847.97","1620.87","1600.28","63.30","899.06","33.36","9.99","3725","68.52","91.70","92","59.52"
"875.87","2928.9","1622.06","1626.79","63.69","943.24","33.72","9.99","3974","70.72","92","92","59.62"
"699.09","2639.96","1616.49","1587.18","64.08","704.05","35.96","49.87","2971","73.32","92.30","92","59.72"
"386.59","1648.98","390.30","360.01","37.23","397.65","41.86","50.41","3023","73.23","92.70","93","59.72"
"292.67","1368.92","385.51","397.27","36.82","332.49","42.43","51.81","2848","73.23","93.10","93","59.62"
"265.35","1329.91","379.68","384.09","36.67","308.23","42.59","51.57","2730","73.03","93.50","94","59.52"
"252.23","1295.95","376.56","364.38","36.51","296.02","42.13","51.41","2685","72.64","93.80","94","59.42"
"248.95","1272.97","373.79","370.9","36.29","287.94","42.06","51.34","2641","72.34","94","94","59.32"
"244.75","1302.9","856.94","839.38","47.55","296.63","38.03","80.66","2651","71.95","94.10","94","59.32"
"293.66","1624.99","1015.07","1024.17","49.29","363.39","53.91","39.20","2678","71.85","94.10","94","59.32"
"308.38","1669.94","1060.98","1070.27","50.49","393.22","39.18","87.17","2751","71.66","94","93","59.32"
"295.26","1795.92","1012.45","962.46","49.85","331.73","38.33","66.06","2118","71.85","94","93","59.42"
"251.85","1725.98","559.59","441.3","41.45","281.53","35.66","94.98","2151","71.12","93.90","93","59.42"
"257.27","1748.96","902.95","925.17","47.11","315.86","38.89","94.98","2165","70.72","93.80","93","59.52"
"267.49","1799.95","933.17","934","47.75","329.67","38.45","94.98","2195","70.43","93.80","93","59.52"
"276.49","1821.92","953.95","958.08","48.04","340.05","38.77","94.98","2242","70.23","93.90","93","59.42"
"285.88","1851.95","981.70","986.77","48.91","352.48","38.13","94.98","2274","69.94","93.90","93","59.52"
"268.63","1819.91","572.00","542.46","39.97","318.23","39.57","51.74","2293","69.55","93.90","94","59.52"
"251.16","1599.91","449.26","467.68","37.05","294.27","43.87","45.73","2251","69.06","94","94","59.52"
"216.83","1344.93","357.67","329.09","35.59","245.44","41.79","50.73","2257","68.52","94.10","94","59.42"
"200.43","1280.93","353.86","366.5","35.61","226.37","42.45","70.71","2133","68.13","94.10","94","59.42"
"180.36","1237.99","344.89","342.28","35.39","199.36","36.44","94.98","1944","67.54","94.10","94","59.32"
"159.84","1214.92","660.89","700.91","42.64","181.43","42.34","94.98","1786","67.05","94","93","59.32"
"144.58","1195.97","692.88","694.16","43.00","164.57","41.88","94.98","1649","66.46","93.90","93","59.23"
"133.06","1188.92","698.66","705.29","42.96","150.00","42.10","94.98","1541","65.92","93.70","93","59.23"
"124.36","1169.97","699.76","709.6","43.01","141.30","42.44","94.98","1499","65.43","93.60","93","59.13"
"120.7","1152.94","539.98","663.37","35.07","138.55","50.93","94.98","1550","64.94","93.40","93","59.13"
"135.19","1259.97","489.19","472.06","38.60","156.10","40.03","94.98","1570","64.55","93.30","93","59.13"
"156.18","1381.92","670.18","685.38","42.56","185.63","39.18","94.98","1618","64.25","93.20","92","59.13"
"176.55","1515.95","582.39","601.88","40.26","203.17","39.89","94.31","1642","63.86","93","92","59.23"
"171.13","1515.95","514.88","489.69","38.98","199.44","40.10","93.53","1644","63.42","92.90","92","59.32"
"169.68","1498.92","516.36","507.26","39.08","196.08","40.13","94.83","1642","63.03","92.70","92","59.32"
"167.93","1477.96","517.28","518.29","39.12","194.17","40.06","94.98","1643","62.53","92.60","92","59.32"
"164.57","1464.96","507.67","500.68","38.97","191.88","39.81","94.98","1666","62.34","92.60","92","59.32"
"159","1447.93","429.08","441.3","36.79","163.88","41.79","89.75","1322","61.85","92.50","92","59.32"
"124.89","1329.91","463.60","441.3","38.14","144.04","40.33","94.19","1354","61.36","92.50","92","59.23"
"138.55","1355.91","548.20","628.16","39.37","150.76","40.57","94.98","1364","61.01","92.50","92","59.32"
"131.07","1368.92","470.18","447.88","38.15","150.99","40.21","93.93","1392","60.72","92.50","92","59.32"
"128.94","1344.93","443.87","447.88","37.53","147.63","40.55","94.54","1379","60.33","92.50","92","59.23"
"124.89","1323.96","464.47","463.27","38.10","144.35","40.36","94.98","1380","59.94","92.50","92","59.23"
"125.89","1331.93","464.97","467.68","38.02","145.19","40.19","94.98","1381","59.64","92.50","92","59.23"
"126.5","1331.93","463.96","461.07","38.02","145.88","40.47","94.79","1377","59.25","92.40","92","59.23"
"126.34","1323.96","491.21","447.88","39.36","149.16","38.26","94.98","1457","58.96","92.30","92","59.23"
"166.48","1389.97","715.77","714","43.59","229.72","38.33","94.98","2236","58.61","92.30","92","59.23"
"324.02","1410.94","1060.57","1081.25","51.40","404.74","37.07","94.98","3146","58.41","92.20","92","59.23"
"411.84","1725.98","1390.99","1400.28","57.05","499.96","37.95","9.99","3236","58.96","92.10","91","59.32"
"545.97","2071.96","1529.27","1562.96","60.52","638.44","35.34","9.99","3442","59.35","91.90","91","59.32"
"716.49","2588.96","1607.27","1615.76","62.59","825.28","34.16","9.99","3670","60.92","91.70","91","59.42"
"860.23","2896.95","1621.88","1620.13","62.99","952.16","33.94","9.99","3916","63.12","91.60","91","59.52"
"898.83","2866.92","1616.58","1635.57","63.39","962.46","33.89","9.99","4159","65.92","91.60","91","59.52"
"900.59","2793.95","1609.15","1622.34","63.52","971.24","33.37","9.99","4375","68.96","91.80","92","59.52"
"908.44","2761.91","1604.36","1620.13","63.72","987.26","34.78","9.99","4481","72.34","92","92","59.62"
"749.45","2772.99","1608.97","1602.57","63.62","832.68","34.90","9.99","3556","75.33","92.40","92","59.72"
"668.65","2421.97","484.97","557.9","26.06","636.07","41.21","47.31","3512","77.05","92.80","93","59.72"
"323.34","1475.94","410.39","377.48","37.27","354.24","41.29","51.95","2707","76.76","93.20","93","59.72"
"261.08","1387.96","372.00","373.1","36.24","307.09","42.08","51.77","2619","76.32","93.70","94","59.52"
"247.73","1317.92","369.98","370.9","36.20","292.97","42.06","51.56","2577","75.63","94","94","59.42"
"242.92","1290","367.18","366.5","36.13","282.98","42.01","51.42","2508","74.94","94.30","94","59.32"
"228.35","1277","362.71","366.5","35.96","262.99","42.36","51.39","2392","74.01","94.40","94","59.23"
"210.35","1259.97","359.09","362.07","35.76","238.04","42.43","51.37","2261","73.23","94.40","94","59.13"
"192.8","1239.92","654.31","689.88","42.67","219.20","42","65.83","2160","72.15","94.30","94","59.13"
"182.04","1220.96","691.55","692.05","43.06","210.50","41.84","74.12","2125","71.21","94.10","93","59.13"
"180.44","1205.95","698.38","696.46","43.00","204.93","41.69","78.73","2098","70.23","93.90","93","58.93"
"175.78","1197.98","699.67","700.91","42.90","200.73","41.91","82.50","2073","69.55","93.70","93","58.93"
"173.34","1188.92","699.99","698.57","42.77","196.69","41.89","87.71","2045","68.96","93.50","93","58.93"
"172.58","1184.98","699.99","705.29","42.75","193.94","41.71","92.37","2014","68.42","93.20","92","58.93"
"169.3","1180.96","699.99","698.57","42.87","191.27","41.73","94.98","1983","67.73","93","92","58.93"
"167.54","1173.91","699.99","705.29","42.92","188.14","42.04","94.98","1950","67.05","92.70","92","58.93"
"164.64","1169.97","699.99","705.29","42.71","185.24","42.25","94.98","1926","66.46","92.50","92","58.93"
"162.13","1163.93","699.99","700.91","42.89","182.57","42.33","94.98","1903","65.72","92.30","91","58.93"
"158.46","1161.91","382.57","566.68","36.17","181.43","40.24","94.98","1939","65.23","92","91","58.93"
"173.57","1265.92","468.98","445.68","38.04","200.43","40.59","94.78","1904","64.64","91.80","91","58.93"
"180.9","1321.95","428.48","425.87","37.20","210.19","40.75","91.45","1899","64.25","91.50","91","58.93"
"182.65","1340.99","467.40","463.27","38.14","209.35","40.38","89.87","1896","63.61","91.30","91","58.93"
"185.4","1372.94","455.41","452.29","37.89","212.79","40.39","88.44","1894","63.12","91.10","90","59.13"
"198.37","1460.93","762.55","786.58","44.27","236.59","39.06","94.98","1900","63.03","90.90","90","59.13"
"244.53","1543.97","1011.95","986.77","51.34","382.70","37.37","87.89","3552","62.53","90.70","90","59.13"
"420.84","1618.95","1355.65","1395.87","57.16","506.45","35.56","9.99","3469","62.73","90.50","90","59.23"
"596.47","2148.96","1563.56","1587.18","61.30","693.60","34.66","9.99","3668","63.61","90.30","90","59.32"
"788.89","2703.96","1612.54","1609.15","63.03","895.25","33.89","9.99","3897","65.04","90.20","89","59.32"
"887.08","2879.92","1618.76","1624.58","63.32","968.34","33.80","9.99","4112","67.15","90.10","90","59.42"
"900.66","2815.93","1611.26","1613.55","63.47","971.77","33.87","9.99","4344","69.65","90.10","90","59.42"
"902.04","2766.94","1604.59","1617.93","63.57","981.54","33.74","9.99","4520","72.83","90.30","90","59.52"
"892.96","2663.95","1599.95","1538.84","63.91","850.69","31.80","9.99","3542","75.83","90.50","90","59.52"
"590.68","2112.97","393.97","364.38","37.31","553.60","41.33","48.53","3467","77.05","90.90","91","59.52"
"350.04","1417.99","393.10","390.67","36.96","393.15","42.27","53.54","3348","77.05","91.30","91","59.52"
"302.28","1302.9","392.18","403.9","36.79","358.36","42.58","53.08","3282","76.86","91.70","92","59.42"
"324.33","1383.93","1104.55","1197.84","53.26","409.55","36.97","66.45","3315","76.76","92.10","92","59.32"
"435.19","1746.94","1000.55","1039.47","51.06","508.89","32.48","14.25","3361","76.86","92.30","92","59.32"
"548.26","2107.94","1531.66","1554.27","60.83","635.38","35.65","9.99","3449","77.05","92.50","92","59.42"
"693.75","2610.94","1604.68","1593.76","63.03","792.78","34.45","9.99","3590","77.74","92.60","92","59.52"
"622.95","2257.9","395.07","364.38","37.09","591.90","41.50","46.36","3536","78.23","92.80","92","59.52"
"378.88","1451.95","467.50","474.26","25.81","417.33","39.85","50.68","3484","77.93","92.80","92","59.52"
"310.14","1329.91","743.88","771.27","43.61","357.37","52.23","46.82","2748","77.54","92.90","93","59.52"
"262","1396.93","917.46","940.49","48.68","322.88","37.29","94.98","2673","77.44","93.10","93","59.42"
"361.49","1626.91","987.46","1050.45","35.55","445.94","51.32","28.67","3521","77.05","93.20","93","59.42"
"383.08","1494.99","1247.88","1340.86","54.92","467.15","37.12","13.92","3509","76.51","93.20","93","59.52"
"546.88","2041.93","1534.78","1547.53","61.19","635.23","35.65","9.99","3595","76.32","93.20","93","59.52"
"723.66","2639.96","1607.96","1598.16","63.18","837.95","34.23","9.99","3698","76.76","93.10","93","59.52"
"700.16","2411.99","706.66","694.16","44.49","679.33","38.70","9.99","3724","77.05","93.10","92","59.62"
"501.79","2043.94","1430.94","1459.56","58.76","503.78","36.40","77.55","2896","77.05","93","93","59.62"
"403.3","1962.92","1282.08","1371.56","43.61","481.27","51.68","15.30","2857","76.51","93.10","93","59.72"
"291.83","1404.99","383.90","342.28","36.63","327.23","41.61","50.96","2824","75.33","93.10","93","59.62"
"260.17","1323.96","379.36","384.09","36.35","304.95","42.49","51.50","2719","74.65","93.10","93","59.52"
"250.25","1293.93","376.06","370.9","36.25","293.89","42.07","51.33","2673","73.91","93.10","93","59.42"
"244.98","1267.93","373.29","370.9","36.32","287.17","41.92","51.25","2633","73.23","93.10","93","59.32"
"242.69","1254.93","371.08","373.1","36.20","281.45","42.14","51.24","2584","72.15","93","92","59.23"
"235.98","1250.99","365.39","366.5","36.02","273.67","42.25","51.28","2479","71.21","92.90","92","59.13"
"221.03","1246.97","362.07","362.07","35.93","255.13","42.33","51.29","2380","70.04","92.70","92","59.13"
"204.78","1233.96","358.91","362.07","35.81","235.37","42.43","51.33","2289","69.35","92.50","92","58.93"
"197.99","1216.94","357.90","362.07","35.80","226.06","42.33","51.35","2255","68.62","92.20","91","58.93"
"193.33","1203.94","355.60","353.35","35.69","217.14","42.51","63.17","2177","67.93","91.90","91","58.93"
"183.03","1201.92","349.99","337.99","35.55","205.46","42.12","80.31","2082","67.24","91.70","91","58.93"
"171.43","1186.91","345.99","348.98","35.40","193.87","42.18","94.98","1995","66.65","91.40","91","58.83"
"164.49","1178.94","342.09","348.98","35.30","186.08","42.21","94.98","1900","66.02","91.20","90","58.83"
"155.18","1167.95","338.59","346.68","35.30","177.39","42.39","94.98","1820","65.33","90.90","90","58.83"
"149.54","1158.98","336.20","322.46","35.16","171.89","41.96","94.98","1768","64.64","90.70","90","58.83"
"144.58","1152.94","334.69","326.92","34.99","167.24","41.80","94.98","1732","64.15","90.50","90","58.83"
"153.58","1212.91","579.09","560.1","42.34","191.42","38.67","94.98","1830","63.52","90.30","90","58.83"
"185.17","1449.94","730.97","751.38","43.69","226.83","39.63","94.98","1842","63.52","90.10","89","58.83"
"208.36","1575.92","788.97","790.99","44.80","251.77","38.43","94.98","2076","63.12","90","89","58.93"
"271.38","1571.98","923.70","958.08","46.99","332.26","37.88","94.98","2478","62.53","89.80","89","59.13"
"289.39","1699.97","974.77","971.4","48.24","359.35","37.50","94.98","2465","62.44","89.70","89","59.23"
"307.24","1780.91","1040.39","1037.27","49.72","388.57","37.73","94.98","2540","62.53","89.50","89","59.23"
"334.32","1844.9","1170.67","1160.44","51.64","414.89","37.58","94.98","2588","62.44","89.50","89","59.32"
"360.04","1911.92","1246.65","1241.9","53.24","441.44","36.84","94.98","2672","62.53","89.40","89","59.32"
"385.14","1953.95","1277.76","1281.48","54.51","463.87","36.72","94.35","2743","62.73","89.50","89","59.32"
"400.24","1968.96","1308.18","1307.76","55.08","479.67","37.07","94.98","2806","63.03","89.50","89","59.32"
"415.35","1962.92","1328.54","1325.47","55.65","489.89","37.04","94.98","2881","63.22","89.60","89","59.32"
"436.48","1983.98","1375.87","1384.75","56.89","511.18","36.33","94.98","2979","63.61","89.70","89","59.32"
"389.56","1742.91","387.78","375.28","36.13","408.79","41.45","48.98","2888","63.61","89.80","90","59.42"
"274.74","1353.99","376.38","377.48","36.05","316.17","42.23","51.87","2626","63.52","90","90","59.32"
"242.54","1323.96","362.81","362.07","35.81","278.86","42.29","51.72","2360","63.61","90.10","90","59.32"
"208.36","1293.93","595.67","593.1","41.48","236.13","41.58","65.77","2162","63.42","90.30","90","59.23"
"184.48","1248.98","680.15","685.38","42.75","207.83","41.99","88.41","2031","63.12","90.40","90","59.13"
"175.55","1214.92","375.46","540.17","36.13","197.45","41.88","94.98","2010","63.03","90.50","90","58.93"
"192.64","1398.95","746.50","768.97","44.13","240.02","38.76","94.98","2012","63.12","90.50","90","58.93"
"225.15","1601.92","775.69","799.77","44.05","275.88","38.52","94.98","2060","63.12","90.50","90","58.93"
"242.54","1695.95","862.36","856.94","46.03","299.84","38.11","94.98","2109","63.03","90.50","90","59.13"
"256.2","1750.97","843.60","894.35","42.13","315.94","49.98","44.29","2129","62.83","90.50","90","59.13"
"227.44","1620.96","551.75","507.26","39.31","268.18","39.94","60.31","2136","62.73","90.50","90","59.23"
"238.65","1618.95","826.88","867.97","44.04","289.69","40.30","76.32","2147","62.83","90.50","90","59.23"
"252.15","1695.95","873.39","854.77","46.44","311.89","38.13","94.98","2194","63.03","90.60","90","59.23"
"265.28","1742.91","908.45","916.36","46.82","328.37","38.36","94.98","2245","63.12","90.80","90","59.32"
"276.57","1774.96","940.86","934","47.40","342.87","38.34","60.87","2278","63.12","90.80","90","59.32"
"233.39","1464.96","389.98","384.09","36.74","265.58","38.56","94.98","2344","63.12","90.90","91","59.32"
"249.87","1603.93","866.49","907.58","46.43","315.25","38.67","94.98","2352","63.42","91.10","91","59.23"
"274.36","1733.94","923.70","934","47.55","324.86","38.96","94.98","1972","63.61","91.20","91","59.32"
"252.38","1746.94","920.08","918.56","47.82","337.68","36.64","94.98","2495","63.61","91.30","91","59.32"
"293.35","1761.96","964.66","931.75","48.55","371.25","38.39","94.98","2459","63.96","91.50","91","59.32"
"316.85","1829.98","1074.67","1090.08","45.92","375.98","51.49","30.22","2448","64.25","91.60","91","59.32"
"228.05","1496.91","348.61","337.99","34.76","228.35","42.24","94.84","1810","64.15","91.70","91","59.32"
"171.28","1319.93","337.30","337.99","34.80","194.25","42.56","94.98","1779","63.86","91.90","92","59.23"
"151.83","1222.98","572.51","555.69","40.91","170.14","41.01","94.98","1681","63.52","92","92","59.13"
"139.47","1186.91","676.97","696.46","42.54","161.44","54.29","94.98","1671","63.22","92.10","92","59.13"
"165.56","1250.99","681.16","689.88","42.38","195.54","39.35","94.98","1774","63.12","92.30","92","59.13"
"192.87","1498.92","768.28","762.37","44.15","249.48","38.66","94.98","2148","63.12","92.40","92","59.13"
"262.68","1579.95","889.60","896.46","46.66","325.09","38.45","94.98","2410","63.03","92.30","92","59.13"
"286.49","1710.96","967.87","958.08","48.08","359.73","37.79","94.98","2463","63.03","92.30","92","59.23"
"316.24","1793.91","1085.89","1074.67","50.66","396.73","37.26","94.98","2557","63.12","92.20","92","59.23"
"281.38","1479.97","365.58","373.1","34.87","316.85","42.26","50.14","2332","63.03","92.10","92","59.32"
"197.99","1408.92","346.50","348.98","34.80","209.05","42.23","94.98","1781","62.83","92.10","92","59.23"
"150.76","1265.92","327.19","326.92","34.60","163.35","42.06","94.98","1561","62.53","92.10","92","59.23"
"131.07","1195.97","335.61","331.29","35.12","157.93","41.20","94.98","1764","62.14","92.20","92","59.13"
"153.73","1165.94","338.18","346.68","35.04","174.94","42.53","94.98","1795","61.85","92.20","92","59.13"
"141.45","1171.98","543.88","428.07","40.39","155.79","41.63","94.98","1580","61.65","92.30","92","59.13"
"116.73","1163.93","320.26","298.29","34.27","130.39","42.58","94.98","1481","61.36","92.20","92","58.93"
"132.68","1139.94","326.27","337.99","34.77","148.09","42.50","94.98","1552","61.01","92.20","92","58.93"
"114.75","1141.95","314.10","320.4","34.45","125.12","42.64","94.64","1340","60.92","92.10","92","58.93"
"95.75","1126.94","480.41","590.9","22.22","103.00","39.39","94.98","1128","60.92","92.10","92","58.93"
"83.77","1088.94","310.47","320.4","34.25","97.43","42.57","94.98","1186","60.72","92.10","91","58.93"
"89.65","1079.97","311.48","313.68","34.42","93.84","42.66","94.98","993","60.62","92","91","58.93"
"60.88","1066.97","315.01","331.29","34.49","69.20","42.58","94.98","745","60.62","91.90","91","58.83"
"80.03","1032.91","364.98","335.7","35.81","94.68","40.49","94.78","1214","60.52","92","92","58.93"
"132.07","1148.91","629.59","639.19","41.93","165.64","38.81","94.98","1770","60.62","92.10","92","58.93"
"162.97","1404.99","697.47","696.46","42.67","199.05","39.27","94.98","1730","61.01","92.10","92","59.13"
"190.28","1545.98","767.46","742.55","43.85","234.00","38.60","94.98","1829","61.46","92.10","92","59.13"
"223.54","1635.98","817.68","812.96","44.77","274.36","38.48","94.98","2066","61.75","92.10","92","59.23"
"257.19","1682.95","448.07","702.97","23.57","298.24","38.24","59.64","2178","62.04","92.10","92","59.23"
"169.45","1490.96","314.19","313.68","33.83","150.07","42.90","94.35","1226","62.14","92.30","92","59.32"
"119.17","1248.98","310.88","313.68","34.06","129.47","42.36","94.75","1313","62.04","92.50","92","59.23"
"98.57","1161.91","593.10","612.87","41.06","105.90","41.50","94.98","1147","62.04","92.70","92","59.13"
"85.53","1105.97","681.99","696.46","42.37","92.24","42.19","94.98","977","62.04","92.90","93","59.13"
"67.37","1073.93","315.01","529.18","33.99","69.20","51.02","94.98","729","62.04","93.10","93","59.13"
